iteration,chain,acceptance_rate,alpha[1],alpha[2],alpha[3],alpha[4],alpha[5],alpha[6],alpha[7],alpha[8],alpha[9],alpha[10],alpha[11],alpha[12],alpha[13],alpha[14],alpha[15],alpha[16],beta[1],beta[2],beta[3],beta[4],beta[5],beta[6],beta[7],beta[8],beta[9],beta[10],beta[11],beta[12],beta[13],beta[14],beta[15],beta[16],hamiltonian_energy,hamiltonian_energy_error,is_accept,log_density,lp,max_hamiltonian_energy_error,n_steps,nom_step_size,numerical_error,step_size,tree_depth
941,1,0.9320506020713561,0.9609111008928173,0.9846336360876787,0.898569245874359,0.9607028265527446,0.9200511001383459,0.8728540616861347,0.9443580357626942,0.9477434490009135,0.9996261191087131,0.969252462311225,0.8967524509805066,0.7474314577824526,0.7724789366596183,0.9667642235784359,0.4979053566124314,0.5610926401922619,0.33718671242818365,0.4044264299313059,0.09828407203925507,0.2757937313785966,0.2347130717797925,0.27435389195960064,0.21545713265096209,0.22851435648062962,0.22089427343406998,0.20966588383833842,0.23272481082226504,0.33246504879015576,0.29051444064098786,0.18087479287147146,0.4397934381638131,0.33792343973385924,1459.417104077162,-0.42741137903658455,1.0,-1442.660801699462,-1442.660801699462,0.5664149248841568,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
942,1,0.9968340632675712,0.5465350307114283,0.9759639430870745,0.9985752331306459,0.9343751769866782,0.8983980494924851,0.9857990547422029,0.9126663484709325,0.9932749306760408,0.9863435199745683,0.9690017729004663,0.9286048864837355,0.6893981703084554,0.9822731818283448,0.9449194511137307,0.7078297674304354,0.2734546152207434,0.11045850235663507,0.27653907901527897,0.328810555450098,0.18161730770882414,0.1883585344432661,0.1915549342397095,0.13180297937445865,0.28582386492728057,0.18127354845485666,0.2844859533047856,0.2833485454577855,0.24895452430940324,0.2787529807028579,0.3327788172928553,0.25762630881612586,0.4520252414195044,1461.5349382659144,-0.2441932232545696,1.0,-1437.0810285978328,-1437.0810285978328,-0.6799318401981509,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
943,1,0.9317572165183906,0.7823356786847991,0.9788166011724536,0.9930548290359092,0.9791966941854169,0.8259796197513424,0.8888597363315425,0.9394989157231445,0.9433123541189099,0.913125884088216,0.9799468593694808,0.8839728582451338,0.9072949231345065,0.9135216374015355,0.8514520145180617,0.8130958068705452,0.3568200321309693,0.09775710891437528,0.37205043909280133,0.3710143767693681,0.18303302852163073,0.3433202662304875,0.275536263440282,0.30179515764973436,0.2899704417389073,0.22627957443601374,0.23154627846266385,0.2332614809015082,0.3120868309386744,0.22808013964233997,0.2519089500996974,0.2608314509153302,0.2519378900893412,1455.0747714256252,0.008337909798910914,1.0,-1434.102494843734,-1434.102494843734,0.2747470033530135,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
944,1,0.9648686405318371,0.7613310338139985,0.988651572858055,0.9910234927702021,0.9828953193360481,0.8197715313726395,0.9176811053451757,0.9104743565970319,0.9521575272922911,0.9368020318092664,0.9578819520142967,0.8575728460000802,0.9174130638109248,0.8580901095165929,0.8616823648410424,0.7413380447992867,0.4904446090666388,0.12535921976998066,0.43909218352904433,0.3487915568943311,0.1790569616655616,0.37197866649510136,0.25765990495558044,0.32194801647542176,0.3027613490048722,0.24153439888822328,0.2301352020616243,0.25489217118304464,0.2903964937762486,0.21360606330695686,0.25221188414692314,0.2588344428655302,0.29873926402966383,1449.1694614307953,0.04411889305629302,1.0,-1434.8140333981119,-1434.8140333981119,-0.2767118773394941,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
945,1,0.9881220445821012,0.6823454218226821,0.782728409721566,0.923590663566049,0.9747185090829741,0.8401138114795818,0.9861511288928126,0.9359798682390075,0.994039464470159,0.9366280205703776,0.9967678420619677,0.8805986015032576,0.8609816715159496,0.989898802818877,0.8621945658957226,0.7694927970405768,0.8466061579397879,0.7873136201449727,0.2654562566715431,0.18409304560888795,0.12757733023465345,0.30951413344056955,0.20728311273115738,0.14469450995160504,0.2872792258722772,0.22730608140398564,0.2868459995908298,0.2686758196571422,0.25868251382768936,0.18270912842311554,0.23306589839645456,0.19950335341733377,0.10361021296541831,1455.7592086023308,-0.11429302127157825,1.0,-1437.069461342201,-1437.069461342201,-0.1928399967482619,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
946,1,0.9845613555569275,0.808986019359291,0.9438006663923854,0.9772887755589406,0.9850760136350165,0.8887737806006059,0.9968745557305334,0.8709249197011133,0.9859055472801372,0.8446910131209953,0.9913685059752179,0.9133219651229711,0.8329987042830341,0.9876148074182639,0.8750297465208828,0.862973066352256,0.5217158146549109,0.3238028851547768,0.3031509011751615,0.2954525675149135,0.13686727670913806,0.2523266413118064,0.1492542378111812,0.1747588708313937,0.24933766416694936,0.23525725605582948,0.25335756764696776,0.29009402239114124,0.22787929026244552,0.21740097217060483,0.22061423319367773,0.24235195875907903,0.14936268362285704,1448.1479529652581,-0.12108515663430808,1.0,-1428.9803158925588,-1428.9803158925588,-0.13759187370192194,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
947,1,0.8074174976784467,0.9781717041055517,0.8998528491491611,0.9934292957479357,0.9707889333992776,0.9040850888171026,0.9655861995197748,0.9232973647803621,0.985396217641974,0.8681043320212276,0.9890045437528237,0.9033919604994193,0.7258590172410354,0.9836775922123157,0.9244757673470986,0.9055720859315862,0.27423978665665216,0.09092540073105554,0.3085938493816476,0.27279571489879595,0.13076178146999384,0.1990487629697508,0.18807271289906793,0.1407533999368137,0.16232006097076013,0.22757749973790514,0.19896724735718607,0.26782582734840016,0.28973742487187965,0.22263023022885306,0.24587772569153715,0.2532977805774213,0.27505298445194126,1451.4205004109983,0.22964644179455718,1.0,-1432.6713861290368,-1432.6713861290368,0.8650648599050328,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
948,1,0.8584143940632873,0.4520594210165203,0.9343517639258683,0.917900323976044,0.9143447044433538,0.9001856162232847,0.8286422131505198,0.9437763528223172,0.9764295186660237,0.8785652060410514,0.935910846226185,0.9947873267964643,0.8221067072871278,0.7334496881986772,0.9573871088063919,0.8622409110081053,0.4262299462089324,0.32494940190331933,0.43175744386728865,0.22136020073875254,0.2808315026028994,0.23780977299780445,0.2522789039960444,0.20812783082862715,0.3348112960422734,0.26086407587873384,0.29495897078885563,0.2276511345676977,0.26663937701231955,0.2698496804120507,0.298860345156999,0.24485843877818853,0.18250364924956738,1452.4471404091958,-0.07146694094285522,1.0,-1434.094078074061,-1434.094078074061,0.8641559424063416,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
949,1,0.9855092805959924,0.9282082215994181,0.9255526286810168,0.9926255531677137,0.9655698086358757,0.8836058924595156,0.9977948058479005,0.9330513406889627,0.985223044357967,0.9384918817784023,0.979574253223293,0.9808745784468119,0.720394668987697,0.955580297618912,0.9554327160841602,0.9107721088272175,0.0860729816176954,0.6236959150840287,0.3069189538273541,0.28158031509202197,0.22710491713739023,0.20287141575370102,0.18300310998661484,0.19698848618431716,0.1961167940070569,0.2373227579767936,0.20212056336068535,0.25263537397860536,0.2571933445202057,0.226065517812486,0.19980900434841772,0.16802250213721737,0.7942003708816607,1451.9163430089102,-0.11457979069587054,1.0,-1432.2064197957347,-1432.2064197957347,-0.43675675319673246,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
950,1,0.8310568129326696,0.6393790694312005,0.925094756512521,0.9883151647194091,0.9389701108000974,0.8838698308826869,0.997864840301061,0.9511136491407217,0.9898366667045083,0.871214502312378,0.8771039479553365,0.9783680699943065,0.828468005177375,0.9650004695254825,0.9796468558618457,0.9627850820439726,0.12956433839423465,0.7045741672206636,0.2813432354424855,0.20671405441466686,0.1444585834297763,0.19330904049240277,0.18555409347166463,0.1969572615687461,0.20332324866409557,0.24481288444657517,0.1920867228714026,0.23846106046946242,0.21261773652199378,0.18722173209365997,0.21571063466797075,0.18098411550211752,0.8750682147748592,1454.195623975088,0.6548948783615742,1.0,-1443.087659519231,-1443.087659519231,0.6548948783615742,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
951,1,0.993190889734684,0.6363400692108154,0.8782632398069746,0.9799214602626711,0.9661907478316908,0.8449103605953604,0.9947603463063258,0.9043949559951399,0.9785328745588638,0.8980656489580153,0.991105873069355,0.973146183473573,0.8731690876085637,0.9645634475578619,0.9762032705012891,0.8201756752313508,0.16701327696526855,0.21687791877337595,0.18293783538464517,0.36149012081665954,0.12833606146567544,0.1890385737661366,0.22709176986189067,0.15527401530544982,0.20127188406156565,0.23155862496596374,0.21294836777650444,0.30209370401124086,0.2683636261581002,0.2119226900315203,0.21257040778937117,0.16963364979009998,0.5886854304649448,1455.4397001136927,-0.6367429807971803,1.0,-1432.541615592899,-1432.541615592899,-0.6799020457599454,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
952,1,0.9663941944063114,0.767108075676671,0.8804355341240641,0.9383988197461554,0.9760935604226659,0.8875969337346912,0.9888343834468059,0.9547362594418028,0.9809779083414764,0.8813719605622367,0.9927124121532774,0.9692064340558555,0.7383810081296858,0.9326907633639928,0.9530241432703849,0.7648417035214196,0.7118114152818349,0.16725738173891103,0.32695940964239045,0.18664056395253084,0.14513005075154894,0.252161540162379,0.2257039309337284,0.16378114802814417,0.21011725071657214,0.23984475857290385,0.22944637964882267,0.2410466450980921,0.2532708082443454,0.22052913093440357,0.19018598487474458,0.20471801435349743,0.1734876832999502,1443.1569856118374,0.01008570361909733,1.0,-1426.3717018269533,-1426.3717018269533,-0.2436175366160569,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
953,1,0.9146926993511176,0.9494385193884668,0.9042346222818072,0.9698874142382414,0.9111145346237468,0.9254850285973294,0.9048921592882432,0.9451193565578415,0.951401393225152,0.9618217426152321,0.9960302623066934,0.8727256569885423,0.8847724015813017,0.9547672617676801,0.9496390358332325,0.5286611542626727,0.3458435493318892,0.15067348903727043,0.3125336851933652,0.22901368490248275,0.19784183014691353,0.1929647744269907,0.19216789111407107,0.2651479380060833,0.2595841717494249,0.2533867147579585,0.2402294983588879,0.2748429523091082,0.2640013356303318,0.24602178813740022,0.25619226035010395,0.24572764437545713,0.39567187240430723,1439.5402466859377,-0.06658148456199342,1.0,-1426.055059836748,-1426.055059836748,0.3222300381016794,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
954,1,0.713437470702879,0.9428364163444494,0.9232256872848456,0.9188162467817469,0.9013049129984063,0.9250994271450677,0.9773129127671495,0.9431185390312318,0.9699473976100716,0.9470857211141982,0.9959064722496102,0.8035382618572428,0.8922722216334055,0.9554693635355394,0.8913459701639149,0.7184629717533407,0.4817894665286852,0.24448000391423813,0.3194855479475381,0.23711834578878713,0.1742052357119632,0.2503172570273117,0.1797864482322556,0.25643397324562306,0.2714017507970637,0.2643129283584368,0.2168131737931128,0.2875695626801788,0.2811636797443784,0.2309333620240494,0.27240075078555626,0.3017928597882324,0.17301967059229154,1442.4827911518541,0.2733334701961212,1.0,-1427.0967198326966,-1427.0967198326966,0.600365947915634,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
955,1,0.9889028805663808,0.6216195582255866,0.8621923311939677,0.968294179145976,0.9946710095811925,0.8787726353051484,0.9770776977068775,0.918414480150895,0.9753894527290767,0.9317300304733949,0.9741658139864289,0.9575901315163613,0.7383424523135382,0.9876481310100199,0.9650689520639089,0.9117105373143326,0.10555598328987698,0.1119799745753348,0.2982703314978013,0.23034345648701063,0.21298089225349562,0.17655555222178754,0.19972607228584854,0.17365665388633852,0.247609943952048,0.19463708470827573,0.245344005744061,0.26685871075149137,0.25048955055653005,0.23457405407597312,0.24981434046032938,0.21257058777623453,0.9023634999214031,1441.6658832450905,-0.00045429641909322527,1.0,-1427.581823613386,-1427.581823613386,-0.2866586104100861,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
956,1,0.9404421140103202,0.8930732493677753,0.9353967291921789,0.9888063108947311,0.8387872796325503,0.8876403480505727,0.9112702517433453,0.9825932515113527,0.9911295389779801,0.9011818285893851,0.9744011603488133,0.8665172692998838,0.8493297217819,0.9034556888529899,0.8441065260807107,0.7807152408355594,0.8044828011293169,0.07231543768299761,0.5200347009396646,0.22588244128017507,0.2528658752938118,0.2182188211367444,0.16458578561962742,0.21163026651239486,0.27776820675962743,0.2269335067794403,0.22171447100130642,0.28925430315082457,0.3130881504905235,0.27597920669092096,0.23927966965456599,0.21072080004843743,0.09791677250218184,1443.3668202255508,0.08375903401383766,1.0,-1429.9969985651048,-1429.9969985651048,0.19077926475756612,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
957,1,0.9987620589802274,0.7805996055933098,0.8981653595672239,0.9842297949974476,0.9738766909190446,0.936332621526501,0.9499898822952486,0.9852350404316732,0.9713116999101361,0.9215232842287925,0.9181725214372622,0.9230446410112867,0.7858465501595504,0.9591473175899631,0.9247078879524433,0.7817475151607226,0.42196060319642914,0.04079346982454086,0.5133326460325065,0.23892136819935947,0.3047806207555025,0.24682133816751256,0.14084711546472484,0.14669083337260355,0.30066444775947476,0.2093501738843417,0.22795904018724228,0.2535490445850871,0.228236915890229,0.26601647757929964,0.2601454020222305,0.24711462203988105,0.163010655958914,1442.3220589931395,-0.03601133593792838,1.0,-1432.18810335568,-1432.18810335568,-0.35583686320364905,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
958,1,0.7290384264236336,0.7680500136294154,0.9333799696339493,0.9238962556889747,0.9588856539851326,0.8403821726223281,0.9910239458112916,0.9627676084340223,0.9445896187607391,0.8336019981714997,0.9907824066312122,0.9541465272513681,0.7540686715818234,0.7854054128576564,0.9036944165107097,0.8939750391423372,0.1383871972868166,0.34768797730421586,0.38483990801445667,0.2853524725422867,0.14397148405264112,0.15471017943162377,0.19605095849919504,0.1333528565399072,0.18890537221544504,0.2802507903169754,0.2834480583045438,0.2602759490664209,0.3040754443944118,0.32301513744365534,0.28020940302690944,0.2547423392982242,0.6428733493539235,1448.8159393205528,-0.34561819054511034,1.0,-1429.176056147756,-1429.176056147756,1.19654189570565,31.0,0.17893333929259492,0.0,0.17893333929259492,4.0
959,1,0.8267107538300635,0.8449817831455867,0.9466256700407617,0.9848950418755574,0.910791146365253,0.9559954014783827,0.9622679881997103,0.8276521998464823,0.9848798481913248,0.9851451370459977,0.9938154891126568,0.9955682669717585,0.8518339276194977,0.9542220776397589,0.8487347818168238,0.6229358560831267,0.8609692956889835,0.18068254622284208,0.31174812959556675,0.20982649849099652,0.27023420789507147,0.23513069771216738,0.2527213434686913,0.23058084970573603,0.312790115434304,0.19267464516626776,0.21456801625331806,0.24589207098740926,0.2505923721502294,0.20198227457240636,0.2301492548487091,0.26113012840997973,0.17374620479864464,1445.4806715142183,0.06063031452094947,1.0,-1433.3461371622411,-1433.3461371622411,0.6051615300477806,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
960,1,0.8484804598382145,0.9088028479641604,0.9778359657721434,0.9921309808455627,0.9422049242292218,0.9256014894764131,0.9239575296737071,0.8684830163769072,0.9844027970804654,0.974962844708549,0.9962792854580479,0.9913519650634353,0.8128214697769255,0.9508573288352502,0.7960862709287059,0.8920249791380409,0.5593337866552412,0.3425592058912847,0.3951016103414378,0.2489476550803516,0.25695550225778946,0.20856111688940168,0.2586285807023969,0.20420974500216016,0.2817705385338494,0.19763266729327647,0.20242567970202013,0.23906498997285386,0.2463751987573729,0.21697935632538798,0.20725985251242163,0.21363122692233746,0.17545750475536048,1445.6389161633879,-0.20258957269652456,1.0,-1430.6050190600565,-1430.6050190600565,0.5750555254842311,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
961,1,0.8274453282086028,0.8450269262456037,0.9476869688943883,0.9950730336571573,0.8544331376451622,0.8902154110628832,0.9826543981366761,0.9169753671727914,0.9833031889521137,0.9671622842631785,0.9993396674752273,0.9931387830514522,0.6962103638017837,0.9843769595645686,0.9558107858930279,0.6830105050420328,0.3270940201347272,0.4514385561400601,0.6006304132753982,0.1780524488909128,0.27591580752240613,0.21641628199830173,0.2752371336980125,0.19777080768276056,0.254944946981934,0.21561823159630833,0.20458353954774255,0.2783272512958477,0.2465933246481745,0.2021876972966983,0.2570607305646016,0.2111297616056427,0.26884251645206064,1451.6124360328083,0.20546655477414788,1.0,-1436.6315640409202,-1436.6315640409202,0.40421608237943474,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
962,1,0.998976497382599,0.9280583116542025,0.9774744507726244,0.9799930387415392,0.9677192814993699,0.811303025155099,0.9090072088934973,0.9367950613907173,0.9647259051739224,0.9700756611497602,0.905005186244791,0.8814536140199698,0.7681417433767157,0.9167512433980145,0.9533170941075436,0.6351939777011295,0.3055988087598161,0.1745875835202703,0.18712846583299844,0.2505506736412704,0.15140722737760826,0.16252171260202875,0.17028005900373494,0.15052956904163994,0.23550425870956643,0.2687969159180778,0.2697535172036993,0.25353389726329983,0.2454233088935895,0.36047399859099677,0.30584116294220376,0.27193362042973707,0.44218434430355524,1451.139550739444,-0.31290133298875844,1.0,-1431.3379475218026,-1431.3379475218026,-0.41169473075092355,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
963,1,0.787467488110371,0.9910472800955858,0.7259470744818298,0.9948562643924748,0.9657936887665137,0.957165354789354,0.9852929665803534,0.9642369345578924,0.9421374209237092,0.752887865892072,0.9961232574972478,0.9570232464325025,0.9471180872484196,0.8538428921547875,0.9289261466953336,0.5773510389391702,0.7900282316556833,0.14599095402119766,0.4872669823284342,0.2917076467623886,0.2077718290833933,0.13256384464047766,0.2327569156499854,0.16732937343400262,0.2937217974820067,0.20893547644001612,0.25157487830577213,0.29122672708765945,0.24626990930461434,0.2675852344818875,0.2472902493515063,0.2871219342903289,0.19200840072535835,1451.414135926088,0.3687518962087779,1.0,-1437.896820998516,-1437.896820998516,0.40790938167288004,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
964,1,0.9103715500648268,0.9800088773440511,0.9829479522956075,0.9366924636157764,0.9704923139386076,0.9981528208896455,0.8106312409728645,0.8644790730964069,0.9659606093173388,0.9757953743376739,0.9801563667817137,0.7769142288549273,0.8633403498317576,0.9348036152470911,0.897294528869685,0.8381841317250568,0.6562776665633895,0.14045567112195065,0.43832925925045796,0.2066443511630137,0.25277026744176956,0.1302706506153214,0.2757469190100657,0.16056875540005192,0.22470793845759218,0.20686532842857938,0.253521265847786,0.28282286723647243,0.264269229999573,0.2634682140617069,0.25645077512900477,0.22529485891519968,0.18312624736173877,1453.0378967164954,-0.20444926782511175,1.0,-1432.452693888408,-1432.452693888408,0.33058052662136106,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
965,1,0.9977913798103913,0.37388120176817163,0.986702096393802,0.992729813656529,0.8914197438048775,0.8819553274507874,0.9967176392044108,0.955521055661687,0.965493786749943,0.9858657940381502,0.9056041542902136,0.8930828868707565,0.8641769876451337,0.9798504354913112,0.9077709584187706,0.6120584411127248,0.8232405327266846,0.09368366806177963,0.4825661104106859,0.3823416662566284,0.13418230281155707,0.10996117668151383,0.22077392509965246,0.22443127772791696,0.20444861735821537,0.22874397465428573,0.21368131603446314,0.28872367851666814,0.28273768336809607,0.18979471430201028,0.21553374654706023,0.3098283490289565,0.16031934816818255,1453.7715896171874,-0.11105141777238714,1.0,-1439.2971464423078,-1439.2971464423078,-0.3535885019921352,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
966,1,0.9402539875492261,0.9981088280154812,0.9796943509913416,0.9236578715185835,0.9893945967878001,0.8774701662914262,0.9898450794608107,0.9406403690278652,0.9976137643485499,0.8623880775136632,0.9968303434928986,0.8504282826631383,0.9035460439390363,0.8777680334870933,0.8077630256093523,0.8775957478001043,0.6670953544496019,0.11467287260118937,0.22876354518106518,0.1431125150419178,0.2500083282145256,0.25017983921615083,0.22510335952597765,0.14189114694791405,0.24776854791251493,0.2093990782332552,0.20370990169702632,0.26818097146638786,0.22408186122337073,0.24745618700616837,0.32278366509201256,0.19524860369114355,0.11359443205545204,1455.7116408545296,-0.0507464651252576,1.0,-1435.5107494496917,-1435.5107494496917,0.3837205997176625,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
967,1,0.5980072104902555,0.6060988324137129,0.9323248412473969,0.98390181583987,0.9794834326349615,0.9558463303584875,0.9023098389779365,0.8812699246723065,0.9955935135495039,0.8851092243550872,0.8925046871195654,0.9400441759319307,0.7785950558276427,0.9375974582289975,0.933846313690735,0.6413086818709521,0.3376947240833915,0.4388302323132876,0.48392721218727575,0.3325721216859546,0.14871332406418528,0.1823978875438312,0.23553946216138547,0.22604349679767963,0.2569892004083189,0.2681356241750593,0.28534978990758414,0.2477813682272724,0.3883617599032274,0.31469348244552825,0.2395370121973902,0.2692013810001365,0.31927808911227934,1454.6463710147027,-0.27707901540065905,1.0,-1431.0364377523333,-1431.0364377523333,1.275978082018355,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
968,1,0.6999003883289918,0.9327976296951686,0.9914481496045167,0.9227509718933243,0.9164757548916136,0.9415738836722846,0.9940088534592165,0.9807016465871139,0.9560393626365334,0.8969885401717319,0.9991299151615919,0.870049219540755,0.8447409156224926,0.8986344823132315,0.9653291491076013,0.9177271229136726,0.8543917009983704,0.13036156342865385,0.2359459634559696,0.16219295408119597,0.25782320269396364,0.24708672692097522,0.2071479307462487,0.13923064988908915,0.18194804962999153,0.207682819890314,0.20840366751934003,0.24411607120729525,0.2022769562497116,0.21279856310735693,0.25269309574757337,0.13236868276108205,0.09026001898842437,1452.3828723780266,0.31762486386855926,1.0,-1438.892943864833,-1438.892943864833,0.5727429020989803,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
969,1,0.9768777583042182,0.8347064355938881,0.9144354750111515,0.9877407807543426,0.975087328486954,0.9890237573356412,0.8746153802462944,0.900698189368995,0.9681746565140964,0.8462033314686371,0.9254318468248633,0.8729286814771423,0.7188706027978199,0.8921017479743543,0.9211918148651747,0.9911223355578846,0.12622113298102958,0.3028383536882634,0.3872575019872522,0.3034587264222194,0.13502541037253296,0.1874954235798676,0.23942907518213224,0.23742764690670332,0.31132030430247676,0.2805556329777484,0.27419739477403915,0.2777683710746562,0.36330566908067846,0.3280010270133147,0.26144316805957774,0.15386758995471023,0.6813058379128702,1458.4628209332436,-0.05249692200663958,1.0,-1436.0883786792529,-1436.0883786792529,-0.26207669534619527,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
970,1,0.943238620137627,0.9285702057007933,0.9681635015585843,0.9614512904452587,0.9465016674157455,0.9951128002324774,0.9675142959097778,0.8502000094331936,0.9669509070537643,0.9533952455440942,0.9865863868854544,0.916355471021032,0.6691220631405299,0.9498876166479364,0.988117092828313,0.9897630774852157,0.11381694424669861,0.46538859620137185,0.5708329744797525,0.2390974062884776,0.20826190364043987,0.16122891676301634,0.23977909116312754,0.19182863996544378,0.3083616480541572,0.27180973815906934,0.2768890338518664,0.25778708447187043,0.3633707337746637,0.39160413751485873,0.26970207998778095,0.1868485990098214,0.7835072385366648,1450.8608459765303,-0.2014900660863077,1.0,-1438.9744759145426,-1438.9744759145426,0.3245003443198584,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
971,1,0.8023578492317129,0.9698731002743304,0.9194723337527964,0.7878887268703207,0.9089469051511965,0.9924757956716631,0.9858969033630129,0.9275360133460395,0.8766355651150108,0.9240525805712456,0.9756326173046856,0.8862752646413512,0.7099134150582341,0.9296345921272381,0.8928308653181236,0.9852817355331068,0.153034524087001,0.3061068931079265,0.5061004045577264,0.12105230218982688,0.16267596325503567,0.16646827430644834,0.24003771170498442,0.13529857979564217,0.34410724851645097,0.25614787665678346,0.24817758721930852,0.26580293538770555,0.41788566207707273,0.38661383427942303,0.2973268321436727,0.218694879671282,0.5057305159921948,1459.2747257352655,0.19170587951794005,1.0,-1445.1261913550325,-1445.1261913550325,0.5081089325499306,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
972,1,0.9542741815400279,0.2857133371039818,0.9302842383569175,0.9939787449486533,0.9856253337262695,0.9965233605253582,0.9026673041561193,0.8720353372087921,0.9942597447323237,0.9421638739690537,0.9830333887938479,0.971195550494152,0.7489730066438994,0.803774800963085,0.9669846534021048,0.8823736917918337,0.2459629784058311,0.41934948835604,0.41569498184008424,0.2609992488905217,0.24925139398398308,0.1641082782139498,0.19845595534477203,0.1591210101783013,0.3064384924362849,0.2194918027515285,0.24282945803579625,0.22326037738724874,0.2780437039906652,0.3342771872837788,0.28210546092565225,0.21271361651947,0.33816240166401396,1458.5674652275063,-0.11235680536947257,1.0,-1434.1892792677215,-1434.1892792677215,0.24544890834181388,15.0,0.17893333929259492,0.0,0.17893333929259492,4.0
973,1,0.8983404394919025,0.9943464022448935,0.9600492084772615,0.9990405691427288,0.9530430610034769,0.8197623608297999,0.9842895270189802,0.9751189836043272,0.9888283255787755,0.9382727872692394,0.9627817230796583,0.8619480553737222,0.8646549184004045,0.9615736528971253,0.8142687606295554,0.6101475899976445,0.39124827504282994,0.1494038428585773,0.28409451908408795,0.20638229686413512,0.13488664357388164,0.24404997087680322,0.23581721317582788,0.21379492105594755,0.2598790082875156,0.2524645135344438,0.2537479675139913,0.32742119758976423,0.2776552242244808,0.23519097848755569,0.27953508343653705,0.3409574322353345,0.25294330055514425,1445.6155284146687,0.1525838238153483,1.0,-1430.278544278102,-1430.278544278102,0.3614548158670914,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
974,1,0.8838911948881313,0.8256328329488258,0.9871786664028205,0.7309821514843069,0.9995177563538802,0.9722805375955802,0.9943344056851002,0.8909264916034468,0.981676316876968,0.8781745578531555,0.9869497202200391,0.8775419027090609,0.8121439666644817,0.8488629539138897,0.92045064654191,0.6347632828537123,0.20469687387560875,0.49108281257481823,0.16181366054657156,0.1628974608820447,0.23883953182589687,0.2192923008958872,0.19839478965226234,0.1752119598660438,0.1912304587530939,0.2211572446426806,0.2270289812406274,0.27220715200003326,0.30409102818082295,0.3130723335330703,0.2884727244476974,0.3446956353677,0.575262226512568,1454.4157877197072,-0.021400094615501075,1.0,-1436.3841481322763,-1436.3841481322763,0.3979147318534615,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
975,1,0.9652189030150145,0.7228295393964207,0.8492576021115608,0.9998511860242604,0.9846553171750866,0.9927323165654958,0.9698701904612356,0.8684875986597813,0.9474797646529476,0.8818400454448189,0.9807022374535249,0.8985141438918053,0.8858237713314009,0.8993226324378294,0.971015367071362,0.8306042272881802,0.4376533956277398,0.2377572538614126,0.3278414070507781,0.22891593569116928,0.18674199791408294,0.2608920368812662,0.2239188259511783,0.20196998541115757,0.30791508452353933,0.21401650581711631,0.27948364561368033,0.26090678685251867,0.25329687669431455,0.2407318341432998,0.23724695675353746,0.1582581681512106,0.24838043989419747,1447.1984872502826,-0.058383298490525704,1.0,-1432.6093568311096,-1432.6093568311096,-0.2229790986016269,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
976,1,0.9755330234262695,0.9858860682859346,0.9134828258192922,0.8743166506518912,0.9858728889968518,0.7962960308887472,0.9819620935882964,0.9687650873746453,0.9593745965660321,0.8812328560580707,0.9639495871430496,0.8698871727439945,0.7195002313806352,0.8903739820732055,0.9446695247405997,0.6580958127182432,0.27999111299958396,0.5147080852539903,0.5930859695218977,0.27724407923034244,0.24146287019623108,0.1682416843564925,0.18956568787294645,0.13956313602241868,0.2090370064220021,0.2360269867717545,0.20469129832693056,0.27216826415489537,0.3498909223428069,0.2632669157460368,0.30705126645765096,0.3373298866278827,0.6273859078140788,1451.2568556507404,-0.14069647022756726,1.0,-1432.3027428520884,-1432.3027428520884,-0.2677931144885406,31.0,0.17893333929259492,0.0,0.17893333929259492,5.0
